conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_212,skill/competence,cross-sector,Dart Programming,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_213,skill/competence,cross-sector,TensorFlow Framework,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_214,skill/competence,cross-sector,Basic OpenCV,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_215,skill/competence,cross-sector,HuggingFace,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_216,skill/competence,cross-sector,Advanced Flutter,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_217,skill/competence,cross-sector,Basic Flutter,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_218,skill/competence,cross-sector,NLP Engineering,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_219,skill/competence,cross-sector,Expert in JavaScript,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_220,skill/competence,cross-sector,Expert in Flask,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_221,skill/competence,cross-sector,Rust Programming,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_222,skill/competence,cross-sector,Expert in Express,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_223,skill/competence,cross-sector,Junior Kotlin,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_224,skill/competence,cross-sector,ELK Stack,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_225,skill/competence,cross-sector,Intermediate Scikit-Learn,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_226,skill/competence,cross-sector,Algorithms,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_227,skill/competence,cross-sector,Data Engineering Engineering,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_228,skill/competence,cross-sector,Docker,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_229,skill/competence,cross-sector,NoSQL,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_230,skill/competence,cross-sector,Intermediate Natural Language Processing,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_231,skill/competence,cross-sector,Assembly Programming,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_232,skill/competence,cross-sector,Basic Tauri,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_233,skill/competence,cross-sector,Basic PostgreSQL,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_234,skill/competence,cross-sector,Senior Scala,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_235,skill/competence,cross-sector,Lua Development,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_236,skill/competence,cross-sector,Objective-C Architecture,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_237,skill/competence,cross-sector,Familiar with LESS,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_238,skill/competence,cross-sector,Intermediate React,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_239,skill/competence,cross-sector,Basic Ruby on Rails,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_240,skill/competence,cross-sector,Knowledge of Tauri,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_241,skill/competence,cross-sector,Junior Neural Networks,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_242,skill/competence,cross-sector,SQLite Architecture,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_243,skill/competence,cross-sector,Advanced PHP,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_244,skill/competence,cross-sector,Junior Deep Learning,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_245,skill/competence,cross-sector,Data Science Architecture,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_246,skill/competence,cross-sector,Expert in Swift,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_247,skill/competence,cross-sector,Expert in R,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_248,skill/competence,cross-sector,Natural Language Processing Framework,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_249,skill/competence,cross-sector,Intermediate Python,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_250,skill/competence,cross-sector,Intermediate Gatsby,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_251,skill/competence,cross-sector,Basic PHP,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_252,skill/competence,cross-sector,Basic Chakra UI,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_253,skill/competence,cross-sector,Xamarin Architecture,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_254,skill/competence,cross-sector,SQLite Engineering,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_255,skill/competence,cross-sector,Ionic Architecture,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_256,skill/competence,cross-sector,Basic R,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_257,skill/competence,cross-sector,HuggingFace Optimization,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_258,skill/competence,cross-sector,MongoDB Architecture,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_259,skill/competence,cross-sector,JavaScript,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_260,skill/competence,cross-sector,Objective-C Design,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_261,skill/competence,cross-sector,Basic JavaScript,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_262,skill/competence,cross-sector,Intermediate MongoDB,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_263,skill/competence,cross-sector,Familiar with Haskell,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_264,skill/competence,cross-sector,Basic C,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_265,skill/competence,cross-sector,Advanced ASP.NET,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_266,skill/competence,cross-sector,Chakra UI Engineering,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_267,skill/competence,cross-sector,Tableau Architecture,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_268,skill/competence,cross-sector,SQL Server Framework,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_269,skill/competence,cross-sector,Expert in Python,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_270,skill/competence,cross-sector,Intermediate Bootstrap,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_271,skill/competence,cross-sector,Angular Optimization,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_272,skill/competence,cross-sector,Expert in Electron,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_273,skill/competence,cross-sector,Spring Boot Development,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_274,skill/competence,cross-sector,Familiar with C++,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_275,skill/competence,cross-sector,SQL,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_276,skill/competence,cross-sector,Familiar with Django,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_277,skill/competence,cross-sector,Expert in Dart,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_278,skill/competence,cross-sector,NLTK Programming,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_279,skill/competence,cross-sector,Customer Service,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_280,skill/competence,cross-sector,Angular Programming,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_281,skill/competence,cross-sector,Perl,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_282,skill/competence,cross-sector,SciPy Optimization,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_283,skill/competence,cross-sector,Familiar with CodeIgniter,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_284,skill/competence,cross-sector,Objective-C,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_285,skill/competence,cross-sector,Natural Language Processing,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_286,skill/competence,cross-sector,NoSQL Optimization,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_287,skill/competence,cross-sector,TypeScript Architecture,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_288,skill/competence,cross-sector,Bootstrap Engineering,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_289,skill/competence,cross-sector,Pandas Programming,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_290,skill/competence,cross-sector,Next.js Engineering,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_291,skill/competence,cross-sector,Familiar with Chakra UI,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_292,skill/competence,cross-sector,Junior Scikit-Learn,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_293,skill/competence,cross-sector,Advanced Deep Learning,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_294,skill/competence,cross-sector,JavaScript Framework,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_295,skill/competence,cross-sector,Knowledge of Rust,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_296,skill/competence,cross-sector,Expert in Django,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_297,skill/competence,cross-sector,Junior Xamarin,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_298,skill/competence,cross-sector,Intermediate Material-UI,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_299,skill/competence,cross-sector,Node.js Design,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_300,skill/competence,cross-sector,Knowledge of MySQL,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_301,skill/competence,cross-sector,Expert in NLP,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_302,skill/competence,cross-sector,Neural Networks Optimization,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_303,skill/competence,cross-sector,Sass Optimization,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_304,skill/competence,cross-sector,Knowledge of Deep Learning,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_305,skill/competence,cross-sector,Knowledge of NLP,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_306,skill/competence,cross-sector,Senior MATLAB,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_307,skill/competence,cross-sector,Data Science Engineering,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_308,skill/competence,cross-sector,Advanced Haskell,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_309,skill/competence,cross-sector,Senior Svelte,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_310,skill/competence,cross-sector,Intermediate C,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_311,skill/competence,cross-sector,Senior Nuxt.js,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_312,skill/competence,cross-sector,Intermediate Tableau,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_313,skill/competence,cross-sector,Advanced C,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_314,skill/competence,cross-sector,C# Design,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_315,skill/competence,cross-sector,Basic Rust,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_316,skill/competence,cross-sector,Advanced Pandas,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_317,skill/competence,cross-sector,Ruby Programming,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_318,skill/competence,cross-sector,Sass Architecture,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_319,skill/competence,cross-sector,Familiar with Symfony,,Massive generated dataset
